symbol,organ_name,icb_name,exchange
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Công nghiệp,HOSE
TPP,Công ty Cổ phần Tân Phú Việt Nam,Công nghiệp,HNX
UCT,Công ty Cổ phần Đô thị Cần Thơ,Công nghiệp,UPCOM
TMS,Công ty Cổ phần Transimex,Công nghiệp,HOSE
TMT,Công ty Cổ phần Ô tô TMT,Hàng Tiêu dùng,HOSE
TCD,Công ty cổ phần Tập đoàn Xây dựng Tracodi,Công nghiệp,HOSE
UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Công nghệ Thông tin,HNX
TN1,Công ty Cổ phần Rox Key Holdings,Tài chính,HOSE
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,Nguyên vật liệu,UPCOM
TRC,Công ty Cổ phần Cao su Tây Ninh,Nguyên vật liệu,HOSE
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Nguyên vật liệu,UPCOM
STH,Công ty Cổ phần Phát hành sách Thái Nguyên,Dịch vụ Tiêu dùng,UPCOM
TNC,Công ty Cổ phần Cao su Thống Nhất,Nguyên vật liệu,HOSE
BAX,Công ty Cổ phần Thống Nhất,Công nghiệp,HNX
TNS,Công ty Cổ phần Thép tấm lá Thống Nhất,Nguyên vật liệu,UPCOM
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Nguyên vật liệu,HOSE
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Nguyên vật liệu,HOSE
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,Công nghiệp,UPCOM
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,Dịch vụ Tiêu dùng,UPCOM
VAV,Công ty Cổ phần VIWACO,Tiện ích Cộng đồng,UPCOM
TNP,Công ty Cổ phần Cảng Thị Nại,Công nghiệp,UPCOM
TNT,Công ty Cổ phần Tập đoàn TNT,Công nghiệp,HOSE
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Công nghiệp,HOSE
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Công nghiệp,HNX
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Dịch vụ Tiêu dùng,HNX
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Nguyên vật liệu,HOSE
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Công nghiệp,HOSE
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Nguyên vật liệu,HNX
TRT,Công ty Cổ phần RedstarCera,Công nghiệp,UPCOM
VCI,Công ty Cổ phần Chứng khoán Vietcap,Tài chính,HOSE
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Công nghiệp,UPCOM
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Công nghiệp,HOSE
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Công nghiệp,HNX
TRA,Công ty Cổ phần Traphaco,Dược phẩm và Y tế,HOSE
TR1,Công ty Cổ phần Vận Tải 1 Traco,Công nghiệp,UPCOM
VFS,Công ty Cổ phần Chứng khoán Nhất Việt,Tài chính,HNX
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Nguyên vật liệu,HNX
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Tài chính,HOSE
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Công nghiệp,UPCOM
TDF,Công ty Cổ phần Trung Đô,Công nghiệp,UPCOM
TVB,Công ty Cổ phần Chứng khoán T-Cap,Tài chính,HOSE
TS4,Công ty Cổ phần Thủy sản số 4,Hàng Tiêu dùng,UPCOM
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Nguyên vật liệu,HOSE
TTG,Công ty Cổ phần May Thanh Trì,Hàng Tiêu dùng,UPCOM
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tài chính,HNX
UDJ,Công ty Cổ phần Phát triển Đô thị,Công nghiệp,UPCOM
TTN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Viễn thông,UPCOM
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,Công nghiệp,HOSE
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Công nghiệp,UPCOM
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Tài chính,UPCOM
GND,Công ty Cổ phần Gạch ngói Đồng Nai,Công nghiệp,UPCOM
TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,Tiện ích Cộng đồng,UPCOM
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,HOSE
TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Công nghiệp,HNX
TV6,Công ty Cổ phần Tập đoàn EMA LAND,Tài chính,UPCOM
TVC,Công ty Cổ phần Tập đoàn Quản lý tài sản T-Corp,Tài chính,HNX
TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Công nghiệp,UPCOM
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,Tiện ích Cộng đồng,UPCOM
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Tiện ích Cộng đồng,UPCOM
UPH,Công ty Cổ phần Dược phẩm TW25,Dược phẩm và Y tế,UPCOM
UDC,Công ty Cổ phần Đầu tư Xây dựng UDCons,Công nghiệp,UPCOM
USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Công nghiệp,UPCOM
UMC,Công ty Cổ phần Công trình đô thị Nam Định,Công nghiệp,UPCOM
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Công nghiệp,UPCOM
UTT,Công ty Cổ phần Môi trường Đô thị Thanh Trì,Công nghiệp,UPCOM
UXC,Công ty Cổ phần Chế biến Thủy sản Út Xi,Hàng Tiêu dùng,UPCOM
V12,Công ty Cổ phần Xây dựng số 12,Công nghiệp,HNX
V15,Công ty Cổ phần Xây dựng số 15,Công nghiệp,UPCOM
V21,Công ty Cổ phần Vinaconex 21,Tài chính,HNX
VAB,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng,HOSE
PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Nguyên vật liệu,UPCOM
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Công nghiệp,HNX
VBH,Công ty Cổ phần Điện tử Bình Hòa,Công nghiệp,UPCOM
VC1,Công ty Cổ phần Xây dựng số 1,Công nghiệp,HNX
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Công nghiệp,HNX
VC5,Công ty Cổ phần Xây dựng Số 5,Công nghiệp,UPCOM
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Công nghiệp,HNX
VC7,Công ty Cổ phần Tập đoàn BGI,Công nghiệp,HNX
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng Tiêu dùng,HOSE
VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Công nghiệp,HNX
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Nguyên vật liệu,HOSE
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE
VCC,Công ty Cổ phần Vinaconex 25,Công nghiệp,HNX
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,Công nghiệp,UPCOM
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Hàng Tiêu dùng,HOSE
SB1,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Hàng Tiêu dùng,UPCOM
VIH,Công ty Cổ phần Viglacera Hà Nội,Công nghiệp,UPCOM
PVO,Công ty Cổ phần Dầu nhờn PV Oil,Nguyên vật liệu,UPCOM
VCM,Công ty Cổ phần BV Life,Công nghiệp,HNX
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Tài chính,UPCOM
VCS,Công ty Cổ phần VICOSTONE,Công nghiệp,HNX
VCX,Công ty Cổ phần Xi măng Yên Bình,Công nghiệp,UPCOM
VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Công nghiệp,UPCOM
VDB,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Nguyên vật liệu,UPCOM
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Hàng Tiêu dùng,HNX
VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng Tiêu dùng,UPCOM
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Công nghiệp,HNX
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Tài chính,HOSE
VDT,Công ty Cổ phần Lưới thép Bình Tây,Nguyên vật liệu,UPCOM
VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,Công nghiệp,UPCOM
VE3,Công ty Cổ phần Xây dựng điện VNECO 3,Công nghiệp,HNX
VE4,Công ty Cổ phần Xây dựng điện VNECO4,Công nghiệp,HNX
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Công nghiệp,UPCOM
VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,Công nghiệp,UPCOM
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Công nghiệp,UPCOM
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Tài chính,UPCOM
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Công nghệ Thông tin,UPCOM
VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Tài chính,UPCOM
VFC,Công ty Cổ phần VINAFCO,Công nghiệp,UPCOM
VFG,Công ty Cổ phần Khử trùng Việt Nam,Nguyên vật liệu,HOSE
VTD,Công ty Cổ phần Vietourist Holdings,Dịch vụ Tiêu dùng,UPCOM
VGP,Công ty Cổ phần Cảng Rau Quả,Công nghiệp,HNX
VTR,Công ty Cổ phần Du lịch Vietravel,Dịch vụ Tiêu dùng,UPCOM
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Công nghiệp,UPCOM
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Nguyên vật liệu,HNX
VUA,Công ty Cổ phần Chứng khoán Stanley Brothers,Tài chính,UPCOM
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng Tiêu dùng,UPCOM
VHC,Công ty Cổ phần Vĩnh Hoàn,Hàng Tiêu dùng,HOSE
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Hàng Tiêu dùng,UPCOM
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Công nghiệp,UPCOM
VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Công nghiệp,UPCOM
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm và Y tế,HNX
VLC,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
TVM,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Công nghiệp,UPCOM
VHL,Công ty Cổ phần Viglacera Hạ Long,Công nghiệp,HNX
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Nguyên vật liệu,HNX
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược phẩm và Y tế,HNX
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Tài chính,HNX
VHD,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,Tài chính,UPCOM
VIC,Tập đoàn Vingroup - Công ty CP,Tài chính,HOSE
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Nguyên vật liệu,HOSE
MBG,Công ty Cổ phần Tập đoàn MBG,Công nghiệp,HNX
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm và Y tế,HOSE
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,Công nghệ Thông tin,UPCOM
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Nguyên vật liệu,HNX
VJC,Công ty Cổ phần Hàng không Vietjet,Dịch vụ Tiêu dùng,HOSE
VGT,Tập đoàn Dệt May Việt Nam,Hàng Tiêu dùng,UPCOM
VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Nguyên vật liệu,UPCOM
VIM,Công ty Cổ phần Khoáng sản Viglacera,Nguyên vật liệu,UPCOM
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Nguyên vật liệu,UPCOM
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Công nghiệp,UPCOM
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Tiện ích Cộng đồng,HNX
VVN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,Công nghiệp,UPCOM
KIP,Công ty Cổ phần K.I.P Việt Nam,Công nghiệp,UPCOM
GVT,Công ty Cổ phần Giấy Việt Trì,Nguyên vật liệu,UPCOM
VMT,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Công nghiệp,UPCOM
VPS,Công ty Cổ phần Thuốc sát trùng Việt Nam,Nguyên vật liệu,HOSE
VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,Hàng Tiêu dùng,UPCOM
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công nghiệp,HOSE
VGR,Công ty Cổ phần Cảng xanh VIP,Công nghiệp,UPCOM
VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Công nghiệp,UPCOM
VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Dịch vụ Tiêu dùng,UPCOM
VIT,Công ty Cổ phần Viglacera Tiên Sơn,Công nghiệp,HNX
VWS,Công ty Cổ phần Nước và Môi trường Việt Nam,Tiện ích Cộng đồng,UPCOM
VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Công nghiệp,UPCOM
VIX,Công ty Cổ phần Chứng khoán VIX,Tài chính,HOSE
VKC,Công ty Cổ phần VKC Holdings,Hàng Tiêu dùng,UPCOM
VKP,Công ty Cổ phần Nhựa Tân Hóa,Nguyên vật liệu,UPCOM
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Công nghệ Thông tin,HNX
VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Hàng Tiêu dùng,UPCOM
VMC,Công ty Cổ phần VIMECO,Công nghiệp,HNX
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Dược phẩm và Y tế,HOSE
VMS,Công ty Cổ phần Phát triển Hàng Hải,Công nghiệp,HNX
VMG,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Tiện ích Cộng đồng,UPCOM
ABC,Công ty Cổ phần Truyền thông VMG,Viễn thông,UPCOM
MGC,Công ty Cổ phần Địa chất mỏ - TKV,Nguyên vật liệu,UPCOM
VMA,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,Hàng Tiêu dùng,UPCOM
MTS,Công ty Cổ phần Vật tư - TKV,Công nghiệp,UPCOM
VNA,Công ty Cổ phần Vận tải biển Vinaship,Công nghiệp,UPCOM
AIC,Công ty Cổ phần Tập đoàn Bảo hiểm DBV,Tài chính,UPCOM
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Dịch vụ Tiêu dùng,HOSE
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Công nghiệp,HNX
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tài chính,UPCOM
CGV,Công ty Cổ phần Vinaceglass,Công nghiệp,UPCOM
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Nguyên vật liệu,HNX
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Tài chính,HOSE
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Công nghiệp,HOSE
E12,Công ty Cổ phần Xây Dựng Điện VNECO 12,Công nghiệp,UPCOM
VNF,Công ty Cổ phần Vinafreight,Công nghiệp,HNX
BMV,Công ty Cổ phần Bột mỳ Vinafood 1,Hàng Tiêu dùng,UPCOM
VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Hàng Tiêu dùng,UPCOM
VNG,Công ty Cổ phần Du Lịch Thành Thành Công,Dịch vụ Tiêu dùng,HOSE
VNZ,Công ty Cổ phần Tập đoàn VNG,Dịch vụ Tiêu dùng,UPCOM
VNI,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,Tài chính,UPCOM
MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Công nghiệp,UPCOM
VNL,Công ty Cổ phần Logistics Vinalink,Công nghiệp,HOSE
VLG,Công ty Cổ phần VIMC Logistics,Công nghiệp,UPCOM
VNM,Công ty Cổ phần Sữa Việt Nam,Hàng Tiêu dùng,HOSE
DVN,Tổng Công ty Dược Việt Nam - CTCP,Dược phẩm và Y tế,UPCOM
VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,HOSE
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Nguyên vật liệu,HOSE
VNP,Công ty Cổ phần Nhựa Việt Nam,Nguyên vật liệu,UPCOM
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tài chính,HNX
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,HOSE
VNY,Công ty Cổ phần Thuốc thú y Trung ương I,Nguyên vật liệu,UPCOM
TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Nguyên vật liệu,UPCOM
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Công nghiệp,HNX
VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Dịch vụ Tiêu dùng,UPCOM
VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Công nghiệp,UPCOM
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Công nghiệp,HOSE
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Công nghiệp,UPCOM
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công nghiệp,HNX
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,HOSE
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Công nghiệp,UPCOM
VPG,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Nguyên vật liệu,HOSE
VPH,Công ty Cổ phần Vạn Phát Hưng,Tài chính,HOSE
VPL,Công ty Cổ phần Vinpearl,Dịch vụ Tiêu dùng,HOSE
VPR,Công ty Cổ phần VINAPRINT,Dịch vụ Tiêu dùng,UPCOM
VPI,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Tài chính,HOSE
VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Tiện ích Cộng đồng,UPCOM
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,Tiện ích Cộng đồng,UPCOM
VQC,Công ty Cổ phần Giám định Vinaconmin,Công nghiệp,UPCOM
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,Tài chính,HOSE
VRG,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,Tài chính,UPCOM
VRE,Công ty Cổ phần Vincom Retail,Tài chính,HOSE
VSC,Công ty Cổ phần Container Việt Nam,Công nghiệp,HOSE
VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Công nghiệp,UPCOM
VSG,Công ty Cổ phần Container Phía Nam,Công nghiệp,UPCOM
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,HOSE
VSI,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Công nghiệp,HOSE
VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Công nghiệp,UPCOM
VTA,Công ty Cổ phần VITALY,Công nghiệp,UPCOM
VTB,Công ty Cổ phần Viettronics Tân Bình,Công nghiệp,HOSE
VTC,Công ty Cổ phần Viễn Thông VTC,Công nghệ Thông tin,HNX
VTE,Công ty Cổ phần VINACAP Kim Long,Công nghệ Thông tin,UPCOM
VGG,Tổng Công Ty Cổ phần May Việt Tiến,Hàng Tiêu dùng,UPCOM
VGI,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Viễn thông,UPCOM
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Công nghiệp,HNX
VTM,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Dịch vụ Tiêu dùng,UPCOM
VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Hàng Tiêu dùng,UPCOM
VTP,Tổng Công ty Cổ phần Bưu chính Viettel,Công nghiệp,HOSE
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Hàng Tiêu dùng,HNX
VTK,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Công nghiệp,UPCOM
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công nghiệp,HOSE
VTQ,Công ty Cổ phần Việt Trung Quảng Bình,Nguyên vật liệu,UPCOM
VTS,Công ty Cổ phần Gạch Ngói Từ Sơn,Công nghiệp,UPCOM
VBB,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Ngân hàng,UPCOM
DLT,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Dịch vụ Tiêu dùng,UPCOM
VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,Công nghiệp,HNX
VTX,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Công nghiệp,UPCOM
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,Công nghiệp,HNX
VLW,Công ty Cổ phần Cấp nước Vĩnh Long,Tiện ích Cộng đồng,UPCOM
VW3,Công ty Cổ phần VIWASEEN3,Công nghiệp,UPCOM
VCW,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Tiện ích Cộng đồng,UPCOM
VXB,Công ty Cổ phần Vật liệu xây dựng Bến Tre,Công nghiệp,UPCOM
VXP,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Nguyên vật liệu,UPCOM
WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,Công nghiệp,UPCOM
WCS,Công ty Cổ phần Bến xe Miền Tây,Công nghiệp,HNX
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Hàng Tiêu dùng,UPCOM
WSS,Công ty Cổ phần Chứng khoán Phố Wall,Tài chính,HNX
X20,Công ty Cổ phần X20,Hàng Tiêu dùng,HNX
X26,Công ty Cổ phần 26,Hàng Tiêu dùng,UPCOM
X77,Công ty Cổ phần Thành An 77,Công nghiệp,UPCOM
DFC,Công ty Cổ phần Xích líp Đông Anh,Nguyên vật liệu,UPCOM
XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Công nghiệp,UPCOM
XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,Công nghiệp,UPCOM
CQT,Công ty Cổ phần Xi măng Quán Triều VVMI,Công nghiệp,UPCOM
XPH,Công ty Cổ phần Xà phòng Hà Nội,Hàng Tiêu dùng,UPCOM
YEG,Công ty Cổ phần Tập đoàn Yeah1,Dịch vụ Tiêu dùng,HOSE
YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Dược phẩm và Y tế,UPCOM
